db_id,id_within_district,HSD,Name,Level,Authority,Ownership,NHPI Code,HSDT Code
2977,1383,Makindye Division HSD,Teddy Medical Clinic Health Centre II,HC II,Private,PFP,HF56Z42G6,SCXUR3FY9/PAW82ECA5/8002
2978,1384,Makindye Division HSD,Tender Clinic Health Centre II,HC II,Private,PFP,HFHRSWJR5,SCXUR3FY9/PACQULD65/8002
2979,1385,Makindye Division HSD,Tendo Medical Centre Health Centre II,HC II,Private,PFP,HFUD4D9N7,SCXUR3FY9/PAY9PTRN2/8001
2980,1386,Rubaga Division HSD,Tendo Medical Services Health Centre II,HC II,Private,PFP,HF55UZ5U7,SC2K6HWN8/PANHJI6G8/8004
2981,1387,Rubaga Division HSD,Tertesa Medical Centre Health Centre II,HC II,Private,PFP,HFTYQIRA2,SC2K6HWN8/PAN22SQ21/8003
2982,1388,Nakawa Division HSD,The Clinic At The Mall Health Centre II,HC II,Private,PFP,HFL9NY5X0,SC6EQF6C3/PA82YSGH0/8002
2983,1389,Rubaga Division HSD,The Doctore Clinic  Health Centre II,HC II,Private,PFP,HFI36SKB2,SC2K6HWN8/PA88LXE37/8005
2984,1390,Nakawa Division HSD,The Family Clinic And Nursing Home Kitintale Health,HC II,Private,PFP,HFJZLK4V2,SC6EQF6C3/PAPPXOMX3/8003
,,,Centre II,,,,,
2985,1391,Nakawa Division HSD,The Family Clinic Health Centre II,HC II,Private,PFP,HFHYTET71,SC6EQF6C3/PAA6VERU2/8002
2986,1392,Kawempe Division HSD,The Galaxy 2012 Health Centre II,HC II,Private,PFP,HFQHH2LV3,SCL952JG5/PA9FRPMI6/8003
2987,1393,Kawempe Division HSD,The Good Samaritan Clinic Health Centre II,HC II,Private,PFP,HFTCQVZ97,SCL952JG5/PACDSOXY2/8002
2988,1394,Kawempe Division HSD,The Olive Medical Mission Health Centre II,HC II,UEC,PNFP,HFRHK6TC4,SCL952JG5/PA2RO28R9/8003
,,,,,(UCMB),,,
2989,1395,Central Division HSD,The Othodontist Health Centre II,HC II,Private,PFP,HF28AJYE0,SCQM9DXK4/PA3EP4JU1/8002
2990,1396,Rubaga Division HSD,The Royal Clinic Health Centre II,HC II,Private,PFP,HFT6CJOV1,SC2K6HWN8/PANHJI6G8/8003
2991,1397,Central Division HSD,The Skin Specialists Clinic Health Centre II,HC II,Private,PFP,HFJ7X5K74,SCQM9DXK4/PAYHXBKV0/8003
2992,1398,Central Division HSD,The Surgeonâ€™S Plaza Health Centre II,HC II,Private,PFP,HF6Y6RHH5,SCQM9DXK4/PADFZ5IK6/8002
2993,1399,Nakawa Division HSD,The Surgery Health Centre III,HC III,Private,PFP,HFYM253P2,SC6EQF6C3/PADFNXSJ2/8003
2994,1400,Makindye Division HSD,Thumbs Up Clinic Health Centre II,HC II,Private,PFP,HFFNIEMK0,SCXUR3FY9/PABJZITS1/8002
2995,1401,Nakawa Division HSD,Tick Medical Centre Health Centre II,HC II,Private,PFP,HFGZFL685,SC6EQF6C3/PAPPXOMX3/8002
2996,1402,Central Division HSD,Tim Dental Clinic Health Centre II,HC II,Private,PFP,HFALYLNL6,SCQM9DXK4/PAA9HP2C9/8002
2997,1403,Makindye Division HSD,Tina Medical Clinic Health Centre II,HC II,Private,PFP,HFDR6OWT6,SCXUR3FY9/PAP6Q3VC6/8002
2998,1404,Kawempe Division HSD,Tinka Clinic Health Centre II,HC II,Private,PFP,HFC8Y9AR4,SCL952JG5/PA9FRPMI6/8002
2999,1405,Rubaga Division HSD,Tito Clinic Health Centre II,HC II,Private,PFP,HFFXFF668,SC2K6HWN8/PASMQMV75/8003
3000,1406,Kawempe Division HSD,Todays Dental Clinic Health Centre II,HC II,Private,PFP,HFMD842T0,SCL952JG5/PAZLYJ6Y6/8003
3001,1407,Kawempe Division HSD,Top Care Clinic - Kazo Health Centre II,HC II,Private,PFP,HFF22PH85,SCL952JG5/PA5O9VKV2/8003
3002,1408,Rubaga Division HSD,Top Joy Clinic Health Centre II,HC II,Private,PFP,HF6L7QZZ6,SC2K6HWN8/PAT2P8677/8005
3003,1409,Nakawa Division HSD,Total Medical Centre Health Centre II,HC II,Private,PFP,HFFVCP8J3,SC6EQF6C3/PA2PSPPT5/8001
3004,1410,Makindye Division HSD,Touch Namuwongo Clinic Health Centre II,HC II,CBO,PNFP,HFRSDGIR4,SCXUR3FY9/PAWOZXT91/8002
3005,1411,Rubaga Division HSD,Trans - Nile Medical Centre Health Centre II,HC II,Private,PFP,HFBO8OTV9,SC2K6HWN8/PAFTCGHC3/8002
3006,1412,Kawempe Division HSD,Trinity Health Services Health Centre II,HC II,Private,PFP,HFZ245H29,SCL952JG5/PA55LFY73/8001
3007,1413,Rubaga Division HSD,Trinity Life Health Care Health Centre II,HC II,Private,PFP,HFPCNAH67,SC2K6HWN8/PAT2P8677/8004
3008,1414,Makindye Division HSD,Trio Clinic Health Centre II,HC II,Private,PFP,HFZIICHS4,SCXUR3FY9/PA5RPYU44/8002
3009,1415,Rubaga Division HSD,Tripple M Clinic Health Centre II,HC II,Private,PFP,HFR3NG7B1,SC2K6HWN8/PAT2P8677/8003
3010,1416,Central Division HSD,Tropical Dental Clinic Health Centre II,HC II,Private,PFP,HFDGA7RG0,SCQM9DXK4/PAQB66Z77/8005
3011,1417,Kawempe Division HSD,Tropical Spa Clinic Health Centre II,HC II,Private,PFP,HFL7XDCR2,SCL952JG5/PAQB5XJL3/8001
3012,1418,Kawempe Division HSD,Trust In God Clinic Health Centre II,HC II,Private,PFP,HFUZJQDY5,SCL952JG5/PA5O9VKV2/8002
3013,1419,Kawempe Division HSD,Ttula Clinic Health Centre II,HC II,Private,PFP,HF7Q8G4Y3,SCL952JG5/PACDSOXY2/8001
3014,1420,Nakawa Division HSD,Tuba Medical Clinic Health Centre II,HC II,Private,PFP,HF8B397M2,SC6EQF6C3/PAJYXGJO3/8003
3015,1421,Kawempe Division HSD,Tumwebaze Clinic Health Centre II,HC II,Private,PFP,HF8U8ZQP0,SCL952JG5/PAN4Q2BL6/8002
3016,1422,Central Division HSD,Turkish Kiper Dental Clinic  Health Centre II,HC II,Private,PFP,HFWL4P490,SCQM9DXK4/PA3EP4JU1/8001
3017,1423,Rubaga Division HSD,Twins Clinic Health Centre II,HC II,Private,PFP,HFYXKFOC6,SC2K6HWN8/PASMQMV75/8002
3018,1424,Kawempe Division HSD,Ufamily Medical Chambers Health Centre II,HC II,Private,PFP,HFTQA9SI0,SCL952JG5/PAR4L7UF9/8001
3019,1425,Kawempe Division HSD,Uganda Cares Kira Road Clinic Health Centre II,HC II,Private,PFP,HFXGPOAG7,SCL952JG5/PA5CC7GN6/8003
3020,1426,Central Division HSD,Ultima Trauma Andorthopaedic Centre Health Centre III,HC III,Private,PFP,HF8VT6WA6,SCQM9DXK4/PAQB66Z77/8004
3021,1427,Nakawa Division HSD,Uma Medical And Dental Clinic Health Centre II,HC II,Private,PFP,HF6H5HIO9,SC6EQF6C3/PADFNXSJ2/8002
3022,1428,Kawempe Division HSD,Universal Health Care Health Centre II,HC II,Private,PFP,HFXETFYN0,SCL952JG5/PA7VA6RF3/8001
3023,1429,Nakawa Division HSD,Universal Medical Clinic Health Centre II,HC II,Private,PFP,HFAS242K7,SC6EQF6C3/PA5FIL677/8001
3024,1430,Central Division HSD,Univic Medical Center Health Centre II,HC II,Private,PFP,HFMP2FTY5,SCQM9DXK4/PAQLA7XE3/8001
3025,1431,Kawempe Division HSD,Univic Medical Centre Health Centre II,HC II,Private,PFP,HF6O8AL29,SCL952JG5/PA5CC7GN6/8002
3026,1432,Rubaga Division HSD,Upcare Orthopaedic Clinic Health Centre II,HC II,Private,PFP,HF2GSXL82,SC2K6HWN8/PASMQMV75/8001
3027,1433,Kawempe Division HSD,Upland Clinic (Makerere) Health Centre II,HC II,Private,PFP,HFFTNRCF2,SCL952JG5/PABVMWVW6/8001
3028,1434,Rubaga Division HSD,Upland Clinic (Nateete) Health Centre II,HC II,Private,PFP,HFIC3ACL1,SC2K6HWN8/PA88LXE37/8004
3029,1435,Kawempe Division HSD,Upper Muwereza Medical Clinic  Health Centre II,HC II,Private,PFP,HFU9ILVD0,SCL952JG5/PA2RO28R9/8002
3030,1436,Central Division HSD,Urocare Clinic Health Centre II,HC II,Private,PFP,HFKSZYTB7,SCQM9DXK4/PAQB66Z77/8003
3031,1437,Kawempe Division HSD,Value Aid Labaratory Centre Health Centre II,HC II,Private,PFP,HFBBHS345,SCL952JG5/PAN4Q2BL6/8001
3032,1438,Rubaga Division HSD,Vbc Medical Clinic  Health Centre II,HC II,Private,PFP,HFGOIV5J9,SC2K6HWN8/PANHJI6G8/8002
3033,1439,Nakawa Division HSD,Venus Medical Center Health Centre II,HC II,Private,PFP,HFAVKJW64,SC6EQF6C3/PAPPXOMX3/8001
3034,1440,Kawempe Division HSD,Venus Medical Centre Health Centre II,HC II,Private,PFP,HF2VE2BO6,SCL952JG5/PA5O9VKV2/8001
3035,1441,Central Division HSD,Verna Dental Clinic Health Centre II,HC II,Private,PFP,HF3929KM0,SCQM9DXK4/PAYHXBKV0/8002
3036,1442,Rubaga Division HSD,Victor Medical Clinic Health Centre II,HC II,Private,PFP,HFEJRDM86,SC2K6HWN8/PAT2P8677/8002
3037,1443,Nakawa Division HSD,Victoria  General Hospital,Hospital,Private,PFP,HFK783FA9,SC6EQF6C3/PADFNXSJ2/8001
3038,1444,Makindye Division HSD,Victoria Health And Maternity Clinic Health Centre II,HC II,Private,PFP,HFYOAK6L0,SCXUR3FY9/PACQULD65/8001
3039,1445,Central Division HSD,Victoria Medical Centre (Nakasero II) Health Centre III,HC III,Private,PFP,HFVY2EL60,SCQM9DXK4/PAQB66Z77/8002
3040,1446,Makindye Division HSD,Victoria Medical Clinic Health Centre II,HC II,Private,PFP,HF7HZJYK6,SCXUR3FY9/PATF8GK34/8001
3041,1447,Kawempe Division HSD,Victoria University Healthcare Centre Health Centre III,HC III,Private,PFP,HFA7IMEO5,SCL952JG5/PA5CC7GN6/8001
3042,1448,Rubaga Division HSD,Victory Medical Centre Health Centre II,HC II,Private,PFP,HFTYUMLW8,SC2K6HWN8/PAN22SQ21/8002
3043,1449,Kawempe Division HSD,Vienna Medical Centre Health Centre II,HC II,Private,PFP,HFVSOHUJ8,SCL952JG5/PA2RO28R9/8001
3044,1450,Rubaga Division HSD,Viga Clinic Health Centre II,HC II,Private,PFP,HFPTMO8D5,SC2K6HWN8/PANHJI6G8/8001
3045,1451,Makindye Division HSD,Vine Medicare Clinic (Makindye II) Health Centre II,HC II,Private,PFP,HFDTHSVU8,SCXUR3FY9/PABPG6O83/8003
3046,1452,Central Division HSD,Vine Medicare Clinic (Old Kampala) Health Centre II,HC II,Private,PFP,HFNLN8RL4,SCQM9DXK4/PAFLE4NN9/8002
3047,1453,Makindye Division HSD,Virgo Health Services Health Centre II,HC II,Private,PFP,HFSLP2NJ3,SCXUR3FY9/PABJZITS1/8001
3048,1454,Rubaga Division HSD,Vision Medical Centre Health Centre II,HC II,Private,PFP,HFZU34GC1,SC2K6HWN8/PAZ3HYRY7/8002
3049,1455,Rubaga Division HSD,Vision Medical Clinic  Health Centre II,HC II,Private,PFP,HFQVMS7K2,SC2K6HWN8/PA88LXE37/8003
3050,1456,Kawempe Division HSD,Vyne Medical Centre  Health Centre II,HC II,Private,PFP,HFJS6RJB6,SCL952JG5/PA9FRPMI6/8001
3051,1457,Central Division HSD,Wamala Clinic Health Centre II,HC II,Private,PFP,HFRCRS467,SCQM9DXK4/PA6625ZX4/8001
3052,1458,Kawempe Division HSD,Wana Domiciliary Clinic Health Centre II,HC II,Private,PFP,HF8FD75D8,SCL952JG5/PAD4VJYU2/8001
3053,1459,Kawempe Division HSD,Wandegeya Medical Chambers Health Centre III,HC III,Private,PFP,HFQDCWUB7,SCL952JG5/PAZLYJ6Y6/8002
3054,1460,Kawempe Division HSD,Wandegeya Medical Clinic Health Centre II,HC II,Private,PFP,HF24YNUP8,SCL952JG5/PAZLYJ6Y6/8001
3055,1461,Central Division HSD,Wandegeya Police Clinic Health Centre II,HC II,UPF,Govt,HF4JCVMR0,SCQM9DXK4/PAQB66Z77/8001
3056,1462,Makindye Division HSD,Weej Medical Center Health Centre II,HC II,Private,PFP,HFW8C3LM7,SCXUR3FY9/PAWOZXT91/8001
3057,1463,Nakawa Division HSD,Welfa Medical Center Health Centre II,HC II,Private,PFP,HFJ5CN9F6,SC6EQF6C3/PAA6VERU2/8001
3058,1464,Makindye Division HSD,Welfare Medical Clinic Health Centre II,HC II,Private,PFP,HFPFDXB97,SCXUR3FY9/PAW82ECA5/8001
3059,1465,Nakawa Division HSD,Wellcare And Wellness Clinic Health Centre II,HC II,Private,PFP,HFUE259V0,SC6EQF6C3/PA82YSGH0/8001
3060,1466,Makindye Division HSD,Wellness Medical Centre Health Centre II,HC II,Private,PFP,HFOHGYBZ8,SCXUR3FY9/PABPG6O83/8002
3061,1467,Makindye Division HSD,Wentz Medical Centre Health Centre III,HC III,CBO,PNFP,HFLCC87L6,SCXUR3FY9/PA4LA8VH3/8002
3062,1468,Central Division HSD,Wheel Of Power  Physiotherapy Service Health Centre II,HC II,Private,PFP,HFJD2CR60,SCQM9DXK4/PAYHXBKV0/8001
3063,1469,Makindye Division HSD,Willing Medical Center Health Centre II,HC II,Private,PFP,HFFZEFOF0,SCXUR3FY9/PAMMEB9V8/8001
3064,1470,Makindye Division HSD,Wings Of Love Clinic Health Centre II,HC II,Private,PFP,HFOWNBS53,SCXUR3FY9/PAOSXOVK7/8001
3065,1471,Makindye Division HSD,Winners Clinic Health Centre II,HC II,Private,PFP,HFL4GAUS2,SCXUR3FY9/PABPG6O83/8001
3066,1472,Nakawa Division HSD,Witness Medical Clinic Health Centre II,HC II,Private,PFP,HFZZPKHO3,SC6EQF6C3/PAJYXGJO3/8002
3067,1473,Makindye Division HSD,Womenâ€™S Health Foundation Health Centre II,HC II,NGO,PNFP,HFJGCRWN0,SCXUR3FY9/PAP6Q3VC6/8001
3068,1474,Nakawa Division HSD,Womens  Hospital Internstional And Fertility Centre,Hospital,Private,PFP,HFQNEU8S9,SC6EQF6C3/PARNYYAC4/8002
,,,General Hospital,,,,,
3069,1475,Nakawa Division HSD,World Wide Smiles Dental Clinic  Health Centre II,HC II,CBO,PNFP,HF23QCDI7,SC6EQF6C3/PAJYXGJO3/8001
3070,1476,Central Division HSD,Xray Car And Ultra Sound Centre Lmt Health Centre II,HC II,Private,PFP,HFGO2YO50,SCQM9DXK4/PAFLE4NN9/8001
3071,1477,Rubaga Division HSD,Y.K Lule Memorial Dental Unit Health Centre II,HC II,Private,PFP,HFEOK8KL3,SC2K6HWN8/PAZ3HYRY7/8001
3072,1478,Rubaga Division HSD,YCS Health Centre III,HC III,CBO,PNFP,HFKN2BLU7,SC2K6HWN8/PAUBGW3F5/8001
3073,1479,Rubaga Division HSD,Yesero Clinic  Health Centre II,HC II,Private,PFP,HF433LYU0,SC2K6HWN8/PA88LXE37/8002
3074,1480,Makindye Division HSD,Yesu Amala Clinic Health Centre II,HC II,Private,PFP,HF7RHTEM9,SCXUR3FY9/PA4LA8VH3/8001
3075,1481,Nakawa Division HSD,Yesu Awonya Clinic Health Centre II,HC II,Private,PFP,HFUAIAXQ6,SC6EQF6C3/PARNYYAC4/8001
3076,1482,Central Division HSD,Your Clinic Health Centre II,HC II,Private,PFP,HFD4DM529,SCQM9DXK4/PA8SGX9C5/8001
3077,1483,Nakawa Division HSD,Zaake Domiciliary Centre  Health Centre II,HC II,Private,PFP,HFES5EIY1,SC6EQF6C3/PAIEBLY40/8001
3078,1484,Makindye Division HSD,Zaam Medical Centre Katwe Health Centre III,HC III,Private,PFP,HF3EAKAP8,SCXUR3FY9/PA5RPYU44/8001
3079,1485,Rubaga Division HSD,Zai Health Clinic  Health Centre II,HC II,Private,PFP,HFVSTGR80,SC2K6HWN8/PA88LXE37/8001
3080,1486,Central Division HSD,Zam Zam Clinic Health Centre II,HC II,Private,PFP,HFSPW2W21,SCQM9DXK4/PAA9HP2C9/8001
3081,1487,Central Division HSD,Zam Zam Medical Center  Health Centre II,HC II,Private,PFP,HF9NKJ6D4,SCQM9DXK4/PADFZ5IK6/8001
3082,1488,Rubaga Division HSD,Zeel Medical Services Health Centre II,HC II,Private,PFP,HFIBXZ3R4,SC2K6HWN8/PAIFTU3L3/8001
3083,1489,Rubaga Division HSD,Zenl Medical Clinic Health Centre II,HC II,Private,PFP,HFSOFGLS8,SC2K6HWN8/PAT2P8677/8001
3084,1490,Rubaga Division HSD,Zion Clinic Health Centre II,HC II,Private,PFP,HFDPDIK32,SC2K6HWN8/PAFTCGHC3/8001
3085,1491,Kawempe Division HSD,Zion Medical Centre (Kikaaya) Health Centre II,HC II,Private,PFP,HFH8U6QW7,SCL952JG5/PA9OHZWD4/8001
3086,1492,Rubaga Division HSD,Zion Treatment Centre Health Centre II,HC II,Private,PFP,HFEJQ9NG6,SC2K6HWN8/PAN22SQ21/8001
3087,1,Bugabula North HSD,Balawoli Health Centre III,HC III,MOH,Govt,HFQ8X7MW,SC23YLQQ2/PAMF3KDY4/8002
3088,2,Buzaaya HSD,Bubago Health Centre II,HC II,MOH,Govt,HFE3QPPR1,SCWOPWEG0/PA8QAMND3/8001
3089,3,Bugabula South HSD,Budhatemwa Health Centre II,HC II,UPMB,PNFP,HFWDTJDP1,SC2B9A2P4/PA4HCHU93/8001
3090,4,Bugabula South HSD,Bugeywa Health Centre II,HC II,UPMB,PNFP,HF5QZBE91,SCI6WKGO1/PABFAAB92/8001
3091,5,Buzaaya HSD,Bugulumbya FLEP Health Centre II,HC II,UPMB,PNFP,HFS3O5UE2,SCCZUWIM8/PAB5AZVL6/8001
3092,6,Buzaaya HSD,Bugulumbya Health Centre III,HC III,MOH,Govt,HFD56EHN0,SCCZUWIM8/PACLA8W71/8001
3093,7,Buzaaya HSD,Bukakande Health Centre II,HC II,MOH,Govt,HFUDLRHC8,SC54KY6O8/PAW5QFW47/8001
3094,8,Bugabula South HSD,Bulopa Health Centre III,HC III,MOH,Govt,HFEKS9N86,SC5MS44W2/PA3U94C54/8002
3095,9,Buzaaya HSD,Buluya Health Centre II,HC II,MOH,Govt,HFMT5HIR3,SC54KY6O8/PANKIEFK2/8001
3096,10,Buzaaya HSD,Bupadhengo Flep Health Centre II,HC II,UPMB,PNFP,HFSBP2P38,SCEF9WWI5/PA6V8GHV6/8002
3097,11,Buzaaya HSD,Bupadhengo Health Centre III,HC III,MOH,Govt,HFL6FLLP0,SCEF9WWI5/PA6V8GHV6/8001
3098,12,Bugabula South HSD,Busota Health Centre II,HC II,MOH,Govt,HFQHD4F79,SC2B9A2P4/PAMJ3WDI4/8001
3099,13,Bugabula South HSD,Butansi Health Centre III,HC III,MOH,Govt,HF8U3VVA4,SCI6WKGO1/PAKIAYA49/8001
3100,14,Buzaaya HSD,Buwoya Health Centre II,HC II,MOH,Govt,HFMWPKSM,SCCZUWIM8/PA2M23AU9/8001
3101,15,Bugabula South HSD,Child and Family Health Centre II,HC II,Private,PFP,HF84JPRI1,SC2B9A2P4/PA8ZI6TT8/8001
3102,16,Bugabula North HSD,Country Side Health Centre II,HC II,CBO,PNFP,HFO2LPVQ1,SCDR9ED79/PA54ZAXR6/8003
3103,17,Bugabula North HSD,Family Nursing Home Health Centre II,HC II,Private,PFP,HF4XW9U90,SC3T5Y3X6/PAAZO4BJ4/8002
3104,18,Bugabula North HSD,Fellowship Health Centre II,HC II,CBO,PNFP,HFDLYVU39,SC3T5Y3X6/PAFX9KHJ1/8001
3105,19,Bugabula South HSD,God Cares Health Centre II,HC II,Private,PFP,HFDOJD3X4,SC5MS44W2/PA3U94C54/8001
3106,20,Buzaaya HSD,Helping Hands Health Centre II,HC II,MOH,Govt,HFOITIZA9,SCQEGC877/PASQQ6GO9/8002
3107,21,Bugabula South HSD,Hope Medical Centre Health Centre II,HC II,Private,PFP,HFQ78BQ22,SC2B9A2P4/PAI5TJ8M3/8001
3108,22,Bugabula North HSD,Kagumba Health Centre II,HC II,MOH,Govt,HF4AFW3U4,SC4M5JO49/PAOPJ7BN5/8001
3109,23,Bugabula North HSD,Kamuli FLEP Vsc Health Centre II,HC II,UPMB,PNFP,HFLBCR8P9,SC7LV5ZF3/PA44D6294/8002
3110,24,Bugabula North HSD,Kamuli General Hospital,Hospital,MOH,Govt,HFRVD7IR6,SC7LV5ZF3/PA44D6294/8001
3111,25,Bugabula North HSD,Kamuli Health Care Emergency Health Centre III,HC III,Private,PFP,HFYG7QIQ0,SC3T5Y3X6/PAMGJL899/8001
3112,26,Bugabula North HSD,Kamuli Mission  General Hospital,Hospital,UEC (UCMB),PNFP,HFI896SF5,SC3T5Y3X6/PAAZO4BJ4/8001
3113,27,Bugabula North HSD,Kamuli Police Health Centre II,HC II,UPF,Govt,HFATVBFZ5,SC7LV5ZF3/PANPEWPH2/8001
3114,28,Bugabula North HSD,Kamuli Prisons Health Centre II,HC II,UPS,Govt,HF5H4PBE9,SC3T5Y3X6/PAG35V2A2/8002
3115,29,Bugabula North HSD,Kamuli Youth Clinic Health Centre II,HC II,MOH,Govt,HFWPGAJS6,SC3T5Y3X6/PAG35V2A2/8001
3116,30,Buzaaya HSD,Kasambira Health Centre II,HC II,MOH,Govt,HFJ2PE3K0,SCCZUWIM8/PAYIHXCI2/8001
3117,31,Bugabula North HSD,Kasolwe Health Centre II,HC II,MOH,Govt,HF7WNIAO8,SC4M5JO49/PAW8WXN95/8001
3118,32,Bugabula North HSD,Kawaga Health Centre II,HC II,MOH,Govt,HFP7ZCO30,SC23YLQQ2/PAS9O9MI1/8001
3119,33,Bugabula North HSD,Kibuye Health Centre II,HC II,MOH,Govt,HFJTYLHX9,SC4M5JO49/PAX2IKQQ4/8001
3120,34,Bugabula North HSD,Kiige Health Centre II,HC II,MOH,Govt,HFKBXODK9,SC4M5JO49/PAV6SRC73/8001
3121,35,Bugabula South HSD,Kinawampere Health Centre II,HC II,MOH,Govt,HF9NCCYX4,SCCT7IYN6/PAW57GE41/8001
3122,36,Bugabula South HSD,Kinu Health Centre II,HC II,MOH,Govt,HFXTV9WI0,SCCT7IYN6/PAH8JXV46/8001
3123,37,Buzaaya HSD,Kisozi Health Centre II,HC II,UPMB,PNFP,HF2LAKDB8,SCQEGC877/PAC9R6ZN0/8001
3124,38,Bugabula South HSD,Kitayunjwa Health Centre III,HC III,MOH,Govt,HFEK7AOO7,SC2B9A2P4/PAVZWQ5R0/8001
3125,39,Buzaaya HSD,Kiyunga Health Centre II,HC II,MOH,Govt,HFKL42BZ8,SCQEGC877/PALA2NMD2/8002
3126,40,Bugabula South HSD,Kyeeya Health Centre II,HC II,MOH,Govt,HFQF3XJB3,SCCT7IYN6/PAFHTJYH0/8001
3127,41,Buzaaya HSD,Lulyambuzi Health Centre III,HC III,MOH,Govt,HFAMDTZF5,SC59FEGC1/PAJRGNL73/8001
3128,42,Buzaaya HSD,Luzinga FLEP Health Centre II,HC II,UPMB,PNFP,HFTWZHE68,SC59FEGC1/PAU27YDV4/8004
3129,43,Buzaaya HSD,Luzinga Health Centre II,HC II,MOH,Govt,HFMMIMKZ0,SC59FEGC1/PAU27YDV4/8003
3130,44,Bugabula North HSD,Malugulya Health Centre II,HC II,CBO,PNFP,HFVBHV3T8,SCDR9ED79/PARYTJN99/8001
3131,45,Bugabula North HSD,Mase Medical Centre Health Centre II,HC II,Private,PFP,HFBR3X5A7,SC3T5Y3X6/PA7MINER2/8001
3132,46,Buzaaya HSD,Mbulamuti Health Centre III,HC III,MOH,Govt,HF94JKX20,SC54KY6O8/PA49Z6ZZ5/8001
3133,47,Buzaaya HSD,Mirembe Medical Centre (Kamuli) Health Centre II,HC II,Private,PFP,HFNDRSBL3,SC59FEGC1/PAU27YDV4/8002
3134,48,Bugabula North HSD,Mofla Medical Centre Health Centre II,HC II,Private,PFP,HFU4HBKE5,SC23YLQQ2/PAMF3KDY4/8001
3135,49,Bugabula South HSD,Nabirama Health Centre II,HC II,MOH,Govt,HF6FEPQO4,SCI6WKGO1/PAREQ6XK6/8001
3136,50,Bugabula North HSD,Nabirumba Health Centre III,HC III,MOH,Govt,HFUDHTN87,SCA3JCCX6/PAHNJ7CG3/8001
3137,51,Bugabula North HSD,Nabulezi Health Centre II,HC II,UPMB,PNFP,HF3Q4Z9O4,SC23YLQQ2/PA6JH8NF3/8001
3138,52,Bugabula North HSD,Namaira Health Centre II,HC II,MOH,Govt,HFNVUIR96,SC23YLQQ2/PA9TXHOQ6/8001
3139,53,Bugabula North HSD,Namasagali Health Centre III,HC III,MOH,Govt,HF63FHQ54,SCDR9ED79/PA54ZAXR6/8002
3140,54,Bugabula South HSD,Naminage Health Centre II,HC II,UPMB,PNFP,HF9PY2964,SC2B9A2P4/PAHTSBJF4/8001
3141,55,Bugabula South HSD,Namisambya Health Centre II,HC II,UPMB,PNFP,HFXWAUI24,SC2B9A2P4/PAX6P69Q4/8001
3142,56,Bugabula North HSD,Namunyingi Health Centre II,HC II,MOH,Govt,HFRPF84T6,SCA3JCCX6/PA55GK9L5/8001
3143,57,Bugabula South HSD,Namwendwa Health Centre IV,HC IV,MOH,Govt,HFGA4MKX0,SCCT7IYN6/PAOR8Y4O0/8001
3144,58,Buzaaya HSD,Nankandulo Health Centre IV,HC IV,MOH,Govt,HF4826YD7,SCQEGC877/PASQQ6GO9/8001
3145,59,Buzaaya HSD,Nawandyo Health Centre II,HC II,MOH,Govt,HFYMNCO39,SC59FEGC1/PA83HLGD9/8001
3146,60,Bugabula North HSD,Nawankofu Health Centre II,HC II,MOH,Govt,HFC5VU857,SCDR9ED79/PA54ZAXR6/8001
3147,61,Buzaaya HSD,Nawantumbi Health Centre II,HC II,MOH,Govt,HFC8KAAD9,SCEF9WWI5/PAGCDEB25/8001
3148,62,Buzaaya HSD,Nawanyago Health Centre III,HC III,UEC (UCMB),PNFP,HFV7ODQW6,SCEF9WWI5/PAHZ5UQX8/8001
3149,63,Bugabula South HSD,Pigeon General Medical Centre Health Centre II,HC II,Private,PFP,HFLHSYFC9,SCCT7IYN6/PA2KWVB61/8001
3150,64,Buzaaya HSD,Ssenyonjo Health Centre Health Centre II,HC II,Private,PFP,HFYG72D47,SCQEGC877/PA5I3GD26/8001
3151,65,Buzaaya HSD,St. Catherine Health Centre II,HC II,Private,PFP,HFBGTUFE9,SC59FEGC1/PAU27YDV4/8001
3152,66,Buzaaya HSD,St. Kizito Kiyunga Health Centre II,HC II,CBO,PNFP,HFATDRNB7,SCQEGC877/PALA2NMD2/8001
3153,1,Kitagwenda (Ntara) HSD,Abednego Medical Centre Health Centre II,HC II,Private,PFP,HF8WWXT32,SCM8D2PM2/PA96RQWC1/8002
3154,2,Kibale (Rukunyu) HSD,Ahumuza  Winnie Consultants Health Centre II,HC II,Private,PFP,HFSDMOF25,SCPGNV5Z3/PA5GP3D80/8002
3155,3,Kibale (Rukunyu) HSD,Bamwe clinic Health Centre II,HC II,Private,PFP,HFIHG5QI9,SC2BS3UK7/PAUJY6PB4/8001
3156,4,Kibale (Rukunyu) HSD,Bigodi Health Centre III,HC III,MOH,Govt,HFYZ62FU6,SCA4HRIE3/PAAXW9978/8001
3157,5,Kibale (Rukunyu) HSD,Biguli Health Centre III,HC III,MOH,Govt,HFS9WDT74,SC2BS3UK7/PAK5ZZLG3/8002
3158,6,Kibale (Rukunyu) HSD,Bihanga Health Centre II,HC II,MOH,Govt,HFEIS5TE9,SCQLROJM0/PACOZTKR6/8001
3159,7,Kitagwenda (Ntara) HSD,Buhanda Health Centre II,HC II,MOH,Govt,HF2GI9NO2,SCYPBB4U0/PA3N9MQK2/8002
3160,8,Kitagwenda (Ntara) HSD,Bukurungu Health Centre II,HC II,MOH,Govt,HFGU6URQ7,SCWZGQFC8/PATMKLUW5/8001
